id,metro_region,lat,long
PY/SBT,San Alberto,-24.96666717529297,-54.900001525878906
PY/SJE,San José,-26.700000762939453,-55.03333282470703
PY/PYS,San Pedro de Ycuamandiyu,-24.100000381469727,-57.08333206176758
PY/SPP,San Pedro del Paraná,-26.83333396911621,-56.20000076293945
PY/SYG,San Ygnacio,-26.866666793823242,-57.04999923706055
PY/JSR,Santa Rita,-25.983333587646484,-54.95000076293945
PY/SRM,Santa Rosa del Monday,-25.799999237060547,-54.900001525878906
PY/TER,Terport (San Antonio),-25.383333206176758,-57.63333511352539
PY/TBA,Tobati,-25.25,-57.06666564941406
PY/TND,Trinidad,-27.116666793823242,-55.78333282470703
PY/VEL,Villa Elisa,25.35,-57.61666488647461
PY/VFL,Villa Florida,-26.383333206176758,-57.150001525878906
PY/VHS,Villa Hayes,-25.100000381469727,-57.56666564941406
PY/VLR,Villarrica,-25.75,-56.43333435058594
PY/Y2U,Ybycui,-26.016666412353516,-57.04999923706055
PY/YCI,Ypacarai,-25.383333206176758,-57.266666412353516
PY/YPE,Ypane,-25.450000762939453,-57.53333282470703
QA/ABH,Abu Hamur,25.233334,51.483334
QA/ABS,Abu Samra,24.733334,50.816666
QA/ALK,Al Karaana,25.0,51.033333
QA/KHR,Al Khor,25.683332,51.5
QA/RYN,Al Rayyan,25.316668,51.366665
QA/RUS,Al Ruwais Qatar,26.233334,51.333332
QA/ASH,Al Shahaniya,25.366667,51.2
QA/ASN,Al Shaheen,26.55,52.066666
QA/ALS,Al Shamal City,26.116667,51.216667
QA/ALU,Al Udeid,25.1,51.3
QA/ALW,Al Wa'b,25.833334,51.45
QA/WAK,Al Wakrah,25.166666,51.6
QA/ALZ,Al Zubarah,25.966667,51.016666
QA/SLW,As Salwa,24.733334,50.75
QA/ASL,As Sayliyah,25.2,51.366665
QA/HMD,BGN/PCGN1956 - HAMAD,25.0,51.616665
QA/DHN,Dukhan,25.416666,50.783333
QA/LSL,Lusail,25.5,51.483334
QA/QAP,Qapco,24.916666,51.566666
QA/QCH,Qchem,24.85,51.533333
QA/RLF,Ras Laffan,25.933332,51.533333
QA/SIM,Simaisma,25.583334,51.483334
QA/TPQ,The Pearl-Qatar,25.366667,51.55
QA/MBB,Umm Bab,25.216667,50.8
QA/UMQ,Umm Qarn,25.533333,51.416668
QA/UMS,Umm Sa'id (Mesaieed),24.983334,51.533333
RE/BRP,Bras Panon,-21.0,55.683334
RE/CAF,la Plaine des Cafres,-21.16666603088379,55.583332
RE/SLH,La Saline les Hauts,-21.08333396911621,55.266666
RE/LPT,Le Port,-20.933332443237305,55.316666
RE/LTM,Le Tampon,-21.266666412353516,55.516666
RE/LAV,Les Avirons,-21.233333587646484,55.333332
RE/X3R,les Trois Bassins,-21.100000381469727,55.3
RE/LES,L'Étang-Salé,-21.266666412353516,55.366665
RE/PAL,Plaine des Palmistes,-21.133333206176758,55.633335
RE/PD2,Pointe des Galets,-20.91666603088379,55.283333
RE/POS,Possession,-20.933332443237305,55.333332
RE/SDR,Saint-André,-20.933332443237305,55.65
RE/SVB,Saint-Benoît,-21.03333282470703,55.716667
RE/RUN,Saint-Denis,-20.899999618530273,55.516666
RE/CLO,Sainte Clotilde,-20.899999618530273,55.483334
RE/ANN,Sainte-Anne,-21.08333396911621,55.75
RE/SMA,Sainte-Marie,-20.883333206176758,55.55
RE/RSE,Sainte-Rose,-21.133333206176758,55.8
RE/SSZ,Sainte-Suzanne,-20.899999618530273,55.6
RE/SGL,Saint-Gilles,-21.03333282470703,55.233334
RE/GUL,Saint-Gilles-Les Hauts,-21.03333282470703,55.25
RE/SJH,Saint-Joseph,-21.366666793823242,55.616665
RE/SPL,Saint-Paul,-20.983333587646484,55.266666
RE/SPH,Saint-Philippe,-21.366666793823242,55.766666
RE/ZSE,Saint-Pierre,-21.33333396911621,55.466667
RO/ABM,Abram,47.316666,22.383333
RO/ABR,Abrud,46.266666,23.05
RO/ATI,Acatari,46.483334,24.633333
RO/ADJ,Adjud,46.1,27.166666
RO/ADC,Adunatii-Copaceni,44.25,26.033333
RO/AMI,Afumati,44.533333,26.25
RO/AGI,Agigea,44.083332,28.616667
RO/ATM,Aita Mare,45.966667,25.55
RO/AID,Aiud,46.3,23.716667
RO/ALI,Alba Iulia,46.066666,23.566668
RO/ALB,Albesti,46.216667,24.85
RO/ALD,Alesd,47.05,22.4
RO/ALX,Alexandria,43.983334,25.333334
RO/ACB,Alexandru cel Bun,47.45,27.3
RO/AMA,Almasu Mare,46.1,23.133333
RO/AMR,Amara,44.616665,27.2
RO/AGH,Anghelesti,46.083332,27.05
RO/ARI,Aricestii-Rahtivani,44.95,25.833334
RO/AVR,Avrig,45.733334,24.383333
RO/BBG,Babadag,44.9,28.716667
RO/BAC,Bacia,45.8,23.016666
RO/BCU,"Baciu, Cluj",46.8,23.516666
RO/BCO,Bacova,45.65,21.55
RO/BAQ,Baia,44.716667,28.666666
RO/BDC,Baia de Cris,46.166668,22.716667
RO/BDF,Baia de Fier,45.166668,23.766666
RO/BPH,Baicoi,45.033333,25.85
RO/BUL,Baiculesti,45.666668,24.7
RO/BTD,Baile Tusnad,46.15,25.85
RO/BL3,Balaciu,44.933334,23.933332
RO/BAE,Baleni,46.6,22.383333
RO/RRM,Balotesti,44.616665,26.116667
RO/BAL,Bals,44.35,24.1
RO/BNT,Banesti,45.1,25.766666
RO/BMA,Bârcea-Mare,45.816666,22.966667
RO/BAA,Barla,47.016666,24.55
RO/BRL,Bârlad,46.233334,27.666666
RO/BRS,Barsana,47.8,24.05
RO/BAR,Barticesti,47.05,26.766666
RO/BAB,Basarabi,44.166668,28.366667
RO/BAS,Bascov,44.883335,24.816668
RO/MBT,Batos,46.883335,24.666666
RO/BZI,Bazias,44.8,21.383333
RO/BCT,Bechet,43.766666,23.933332
RO/BUM,Becicherecu Mic,45.833332,21.05
RO/BCN,Beclean,46.316666,25.3
RO/BEI,Beius,46.666668,22.35
RO/GBC,Belciugatele,44.483334,26.433332
RO/BRC,Berca,45.283333,26.683332
RO/BEZ,Bezdead,45.15,25.516666
RO/BCD,Bicsad,46.1,25.866667
RO/BR5,Biharea,47.15,21.916666
RO/BLA,Blaj,46.183334,23.916666
RO/BJE,Blejesti,44.283333,25.466667
RO/BLJ,Blejoi,44.983334,26.0
RO/BBI,Boboiesti,44.933334,22.95
RO/BOC,Bocsa,46.0,23.016666
RO/BDI,Bodesti,47.033333,26.416666
RO/BLT,Boldesti-Scaeni,45.033333,26.016666
RO/BOL,Bolintin Deal,44.45,25.816668
RO/BOV,Bolintin Vale,44.45,25.766666
RO/BCA,Borca,47.183334,25.766666
RO/BCE,Borcea,44.333332,27.75
RO/BOR,Bors,47.116665,21.816668
RO/BOA,Borsa,47.65,24.666666
RO/BSC,Borsec,46.95,25.566668
RO/BOI,Bosanci,47.583332,26.316668
RO/BTZ,Botiz,47.833332,22.95
RO/BOT,Botiza,47.666668,24.15
RO/BOZ,Bozovici,44.916668,21.983334
RO/BRB,Brad,46.683334,26.866667
RO/BRD,"Brad, Hunedoara",46.116665,22.783333
RO/BDU,"Bragadiru, Ilfov",44.366665,25.966667
RO/BRA,Braila,45.266666,27.983334
RO/BTS,Branesti,44.45,26.333334
RO/BRT,Bratca,46.933334,22.583334
RO/PHV,Brazii de Sus,44.866665,26.016666
RO/BZA,"Breaza, Prahova",45.183334,25.666666
RO/BRE,Brebu,45.416668,21.983334
RO/BUC,Buces,46.183334,22.933332
RO/BUD,"Budesti, Calarasi",44.233334,26.466667
RO/BDH,Buduhala,44.983334,23.133333
RO/BUF,Buftea,44.566666,25.95
RO/GJJ,Bumbesti-Jiu,45.166668,23.4
RO/BUS,Busteni,45.4,25.533333
RO/BBT,Butimanu,44.683334,25.9
RO/BZS,Buzias,45.65,21.616667
RO/CAF,Calafat,43.983334,22.933332
RO/CAS,Calarasi,44.2,27.333334
RO/CAL,Caldararu,44.45,24.95
RO/CAA,Calina,44.716667,24.25
RO/CLS,Calinesti,44.816666,25.033333
RO/CFI,Calomfiresti,43.916668,25.35
RO/CPI,Campeni,46.366665,23.05
RO/CTI,Campia Turzii,46.55,23.883333
RO/CAM,Câmpina,45.133335,25.733334
RO/CMP,Câmpulung Moldovenesc,47.533333,25.566668
RO/RZD,Campulung Muscel,45.266666,25.033333
RO/CRR,Cap Rosu,45.05,25.783333
RO/CCL,Caracal,44.116665,24.35
RO/CCA,Carcea,44.266666,23.9
RO/CAT,Catanele,44.8,25.0
RO/CAC,Catcau,47.25,23.75
RO/CTC,Cateasca,44.766666,25.083334
RO/CAV,Cavadinesti,46.066666,28.016666
RO/PTR,Cepturasu,45.3,26.233334
RO/CRU,Cerasu,45.316666,26.033333
RO/CEV,Cernavoda,44.35,28.016666
RO/CER,Cernica,44.416668,26.283333
RO/CJA,Chiajna,44.466667,25.966667
RO/CHL,Chilia Veche,45.7,29.466667
RO/CHM,Chimindia,45.9,23.0
RO/CNO,Chirnogi,44.116665,26.583334
RO/CHN,Chiscani,45.183334,27.933332
RO/CHI,Chiselet,44.166668,26.833334
RO/CSO,Chisoda,45.7,21.216667
RO/CTA,Chitila,44.5,25.966667
RO/RMV,Ciacova,45.5,21.116667
RO/CNC,"Cîlnic, Gorj",45.95,23.066668
RO/CPT,Cimpenita,46.65,24.483334
RO/CLG,Cîmpulung,45.266666,25.05
RO/CPG,Cîmpulung la Tisa,47.983334,23.9
RO/CBV,Cincsor,45.833332,24.816668
RO/CIO,Ciorogârla,44.433334,25.883333
RO/CUR,Ciucurova,44.933334,28.483334
RO/CIU,Ciumani,46.683334,25.516666
RO/CBD,Ciumbrud,46.3,23.766666
RO/CCI,Clinceni,44.366665,25.95
RO/CLJ,Cluj-Napoca,46.766666,23.6
RO/CCP,Cocorastii-Capli,45.066666,25.75
RO/CLA,Codlea,45.7,25.45
RO/CBI,Colibasi,44.933334,24.9
RO/CLO,Colonia,46.583332,24.0
RO/COM,Comanesti,46.416668,26.433332
RO/CRC,Comarnic,45.25,25.633333
RO/COA,Comuna Cincu,45.916668,24.8
RO/CVO,Comuna Voineasa,44.283333,24.133333
RO/CND,Constanta,44.183334,28.65
RO/COB,Corabia,43.766666,24.5
RO/CRB,Corbeanca,44.6,26.05
RO/CNI,Cornesti,47.816666,23.966667
RO/CNU,"Cornetu, Ilfov",44.333332,25.933332
RO/CSU,Cornu de Sus,44.833332,26.25
RO/CLU,Cornu Luncii,47.466667,26.133333
RO/COR,Corunca,46.516666,24.616667
RO/COS,Cosoveni,44.25,23.933332
RO/CSS,Costisa,46.75,26.65
RO/COV,Covasna,45.85,26.183332
RO/CRV,Craiova,44.316666,23.8
RO/CRP,Crâmpoia,44.3,24.75
RO/CR8,Crângurile,44.733334,25.25
RO/CVA,Crevedia,44.6,-25.933332443237305
RO/CRI,Criseni,47.233334,23.05
RO/CRT,Cristian,45.616665,25.466667
RO/CTS,Cristuru Secuiesc,46.283333,25.033333
RO/C5M,Cumpana,44.1,28.55
RO/CNT,Cunta,45.916668,23.733334
RO/CDA,Curtea de Arges,45.133335,24.683332
RO/DBI,Darabani,48.183334,26.583334
RO/DRS,Darasti,44.316666,26.016666
RO/JDM,Darmanesti,44.916668,25.783333
RO/DCU,Dascalu,44.6,26.233334
RO/FLO,Dealu Floreni,47.35,25.25
RO/DEJ,Dej,47.15,23.866667
RO/DVA,Deva,45.883335,22.9
RO/DVS,Deveselu,44.066666,24.383333
RO/DIM,Dîmbovita,45.416668,25.2
RO/DRI,Ditrau,46.816666,25.516666
RO/DBA,Dobrana,45.05,23.65
RO/DOB,Dobresti,46.85,22.266666
RO/BDO,Dobroesti,44.45,26.183332
RO/DOI,Doicesti,44.983334,25.4
RO/DMA,Domasnea,45.083332,22.316668
RO/BDM,Domnesti,44.4,25.916666
RO/DCD,Dorna Cândrenilor,47.35,25.25
RO/DHO,Dorohoi,47.95,26.4
RO/DGA,Dragalina,44.433334,27.316668
RO/DSI,Dragasani,44.65,24.266666
RO/DDL,Dragomiresti-Deal,44.466667,25.95
RO/VDG,Dragomiresti-Vale,44.466667,25.933332
RO/RZZ,Drajna de Jos,45.216667,26.05
RO/DRB,Drambar,46.083332,23.633333
RO/DTS,Drobeta-Turnu Severin,44.633335,22.65
RO/DCI,"Dulcesti, Neamt",46.966667,26.766666
RO/DUM,Dumbrava Rosie,46.883335,26.433332
RO/DBR,"Dumbraveni, Sibiu",46.233334,24.566668
RO/DVI,"Dumbravita, Timis",48.016666,26.45
RO/EFS,Eforie Sud,44.05,28.633333
RO/EPB,Episcopia Bihorului,47.1,21.9
RO/ERN,Ernei,46.6,24.65
RO/FGA,Fagaras,49.85,24.983334
RO/SHA,Faget,44.333332,23.6
RO/FAL,Falticeni,47.45,26.3
RO/FDA,Feldioara,45.816666,25.6
RO/FET,Fetesti,44.383335,27.833334
RO/FEI,Fieni,45.133335,25.416666
RO/FIL,Filiasi,44.55,23.516666
RO/FDP,Filipestii de Padure,45.0,25.75
RO/FTA,Finta,44.816666,25.8
RO/4ZM,Fintesti,45.1,26.466667
RO/FRT,Floresti,45.05,25.783333
RO/FMU,Frumusani,44.283333,26.316668
RO/RZE,Fundulea,44.466667,26.516666
RO/FUA,Fusea,44.666668,25.516666
RO/GAE,Gaesti,44.716667,25.316668
RO/GAI,Gainesti,47.416668,25.916666
RO/GTI,Galanesti,47.916668,25.8
RO/GAL,Galati,45.433334,28.05
RO/GNI,Ganesti,46.333332,24.333334
RO/GAR,Garcina,45.616665,25.7
RO/GMA,Gârla-Mare,44.2,22.766666
RO/GAV,Gavojdia,45.616665,22.016666
RO/GDS,Geoagiu,45.916668,23.183332
RO/GEO,Geomal,46.266666,23.616667
RO/GGH,Gheorgheni,46.716667,25.616667
RO/GEI,Gheraesti,47.016666,26.816668
RO/GHL,Gherla,47.016666,23.9
RO/GHM,Gherta Mare,47.966667,23.216667
RO/GHV,Ghimbav,45.666668,25.5
RO/GRD,Ghiroda,45.783333,21.283333
RO/JMV,Giarmata,45.833332,21.3
RO/GIL,Gilau,46.75,23.383333
RO/GIU,Giubega,44.133335,23.416666
RO/GLE,Giulesti,47.35,26.383333
RO/GRG,Giurgiu,43.883335,25.95
RO/GLN,Glina,44.383335,26.25
RO/GLO,Glogova,44.916668,22.9
RO/GRB,Gorban,46.866665,28.066668
RO/GNU,Grindu,44.766666,26.916666
RO/GTB,Grosii Tiblesului,47.483334,24.066668
RO/GRA,Gruia,44.266666,22.7
RO/GUU,Gruiu,44.733334,26.233334
RO/GMZ,Grumazesti,47.133335,26.366667
RO/GCN,Gura Cîlnaului,45.183334,26.833334
RO/GHI,Gura Humorului,47.55,25.9
RO/GVD,Gura Vadului,45.05,26.466667
RO/GHO,Gurahont,46.266666,22.35
RO/GRI,Gurani,46.6,22.55
RO/HAU,Halchiu,45.766666,25.55
RO/HGU,Hangu,47.05,26.033333
RO/HAR,Harau,45.9,22.95
RO/HA3,Harghita-Bai,46.35,25.8
RO/RVA,Hârsova,44.683334,27.95
RO/HTG,"Hateg, Hunedoara",45.616665,22.95
RO/HID,Hida,47.05,23.3
RO/HDS,Hidiselu de Sus,46.95,22.05
RO/HTI,Hintesti,44.816666,24.833334
RO/HDC,Hodac,46.766666,24.916666
RO/RZF,Hodosa,46.633335,24.816668
RO/HOZ,Hoghiz,45.983334,25.3
RO/HOR,Horezu,45.15,23.3
RO/RZG,Huedin,46.866665,23.05
RO/HUN,Hunedoara,45.75,22.9
RO/RZH,Husi,46.666668,28.05
RO/IMA,"Ialomica, Judecul",44.666668,27.0
RO/RZI,Ianca,45.133335,27.45
RO/IAS,Iasi,47.166668,27.6
RO/ILF,Ilfoveni,44.816666,25.566668
RO/IVM,Ilva Mica,47.316666,24.666666
RO/IBZ,Intorsura Buzaului,45.683334,26.033333
RO/ISC,Isaccea,45.266666,28.466667
RO/IVE,"Ivesti, Galati",45.666668,27.516666
RO/IZB,Izbiceni,43.816666,24.666666
RO/IZV,Izvin,45.8,21.45
RO/JRT,Jaristea,45.783333,27.066668
RO/JB9,Jibou,47.266666,23.25
RO/JDV,Jidveiu,46.216667,24.1
RO/JVA,Jilava,44.316666,26.066668
RO/JOI,Joita,44.483334,25.85
RO/RZK,Jucu-Herghelia,46.85,23.8
RO/KRA,Krasna,48.133335,22.15
RO/SLL,Lalosu,44.55,24.016666
RO/LRM,Lancram,45.983334,23.55
RO/LMN,Lemnia,46.05,26.266666
RO/LER,Leresti,45.333332,25.066668
RO/LTI,Liesti,46.1,27.433332
RO/LIP,Lipova,46.083332,21.683332
RO/5LI,Livezeni,46.55,24.633333
RO/LZI,Livezi,46.4,26.733334
RO/RZL,Ludus,46.483334,24.1
RO/LUG,Lugoj,45.683334,21.9
RO/LMA,Lumina,44.3,28.566668
RO/LUM,Luminita,44.25,28.616667
RO/LMU,"Lunca Muresului, Alba",46.433334,23.9
RO/LUN,Lungeni,47.25,25.716667
RO/LGU,Lunguletu,44.616665,25.65
RO/LUP,Lupeni,45.35,23.233334
RO/MAC,Macin,45.25,28.166666
RO/BH3,Madaras,46.833332,21.683332
RO/MAE,Magesti,47.016666,22.45
RO/MGH,Magheru,44.65,22.616667
RO/MGR,Magurele,44.35,26.033333
RO/MGU,Magureni,45.066666,25.733334
RO/MAH,Mahmudia,45.133335,29.133333
RO/MIR,Maieru,47.4,24.75
RO/RZJ,Malini,47.45,26.1
RO/MAN,Manastireni,46.766666,23.083334
RO/MAG,Mangalia,43.833332,28.583334
RO/MCI,Maracineni,44.9,24.883333
RO/MAR,Marghita,47.35,22.333334
RO/MG5,Marginea,47.816666,25.816668
RO/RZM,Margineni,46.6,26.9
RO/MAA,Matasaru,44.716667,25.433332
RO/MAT,Matca,45.85,27.533333
RO/MTI,Mateesti,45.05,23.833334
RO/MED,Medgidia,44.25,28.266666
RO/MES,Medias,46.166668,24.35
RO/MAU,Mediesu Aurit,47.766666,23.133333
RO/MDA,Mehadia,44.9,22.366667
RO/MID,Midia,44.333332,28.616667
RO/RZP,Miercurea Sibiului,45.883335,23.8
RO/MCA,Miercurea-Ciuc,46.366665,25.8
RO/MVU,Mihai Viteazu,46.533333,23.75
RO/MKO,Mihail Kogalniceanu,44.4,28.516666
RO/MHE,Mihailesti,44.316666,25.9
RO/MIJ,Mija,44.916668,25.683332
RO/RZN,Mintia,45.933334,22.85
RO/ENI,Mioveni,44.95,24.95
RO/MRA,Mirila,44.366665,24.15
RO/RZA,Mizil,45.016666,26.45
RO/MAV,Moara,44.833332,26.066668
RO/MSA,Mogosoaia,44.516666,26.0
RO/MNI,Moinesti,46.466667,26.5
RO/MSI,Moisei,47.65,24.55
RO/MOI,Moiseni,47.933334,23.466667
RO/RZY,Moldova Noua,44.733334,21.666666
RO/MOV,Moldova Veche,44.716667,21.616667
RO/MRI,"Moreni, Dimbovita",45.0,25.65
RO/MON,Mosnita Noua,45.716667,21.316668
RO/MTE,Motatei,44.083332,23.2
RO/MOT,Motru,44.8,22.966667
RO/MVC,Movila Verde,43.966667,28.133333
RO/MUT,Munteni,46.9,22.683332
RO/MUN,Muntenii,45.916668,27.433332
RO/MSN,Mureseni,46.516666,24.516666
RO/MUR,Murfatlar,44.183334,28.416666
RO/MUS,Musca,46.366665,23.166666
RO/NDB,Nadab,46.483334,21.516666
RO/NDI,Navodari,44.333332,28.616667
RO/NAZ,Nazna,46.533333,24.5
RO/NDE,Nedelea,44.966667,25.816668
RO/RZW,Nehoiu,45.416668,26.3
RO/NCL,Niculitel,45.183334,28.483334
RO/NFN,Nifon,45.15,28.366667
RO/NVA,Novacu,45.166668,23.666666
RO/OAR,Oarda de Sus,46.016666,23.583334
RO/OAJ,Oarja,44.766666,24.966667
RO/OCM,Ocna Mures,46.383335,23.85
RO/OBE,Odobesti,45.766666,27.05
RO/OSE,Odorheiu Secuiesc,46.3,25.3
RO/OGI,Oglinzi,47.25,26.35
RO/OTZ,"Oituz, Bacau",46.2,26.616667
RO/OJD,Ojdula,45.983334,26.25
RO/TM5,Olosag,45.6,21.95
RO/OLT,Oltenita,44.083332,26.65
RO/ROI,Onesti,47.483334,27.116667
RO/OSI,"Onesti, Bacau",46.25,26.75
RO/OPR,Oprisor,44.283333,23.083334
RO/ORA,Orastie,45.833332,23.2
RO/OVA,Oravita,45.016666,21.683332
RO/ORT,Orlesti,44.8,24.216667
RO/ODL,Orodelu,44.25,23.25
RO/ORV,Orsova,44.7,22.4
RO/OSA,Ortisoara,45.95,21.183332
RO/OTI,Otopeni,44.55,26.066668
RO/OTP,Otopeni Apt/Bucuresti,44.566666,26.083334
RO/OVI,Ovidiu,44.266666,28.566668
RO/PAD,Padureni,46.866665,23.6
RO/PAO,Palota,47.066666,21.833334
RO/PNC,Panciu,45.9,27.083334
RO/PAN,Panic,47.2,23.0
RO/PNA,Pantasesti,46.616665,22.383333
RO/PNT,Pantelimon,44.45,26.2
RO/S3R,Parscov,45.283333,26.55
RO/PAR,Parta,45.633335,21.133333
RO/PCI,Pascani,47.25,26.733334
RO/PAS,Pascani,45.833332,28.083334
RO/PAT,Patrauti,47.716667,26.2
RO/PAU,Paulesti,45.0,25.983334
RO/PMG,Pausesti-Maglasi,45.133335,24.25
RO/PEA,Pechea,45.633335,27.8
RO/PCA,Pecica,46.166668,21.066668
RO/PCT,Pecineaga,43.9,28.5
RO/PRS,"Peris, Ilfov",44.683334,26.0
RO/PTA,Petelea,46.733334,24.716667
RO/PET,Petresti,45.083332,25.55
RO/PRA,"Petrila, Hunedoara",44.916668,21.616667
RO/PIA,Piatra Olt,44.35,24.3
RO/NTP,Piatra Soimului,46.833332,26.433332
RO/PES,Pielesti,44.333332,23.95
RO/PTI,"Pietrari, Valcea",45.1,24.133333
RO/POA,Pietroasa,46.583332,22.55
RO/PSE,Pietroasele,46.1,26.566668
RO/PLA,Plavalari,47.566666,26.35
RO/PLT,Ploiesti,44.95,26.016666
RO/PLO,Plopeni,45.066666,25.983334
RO/PAL,Poarta Alba,44.216667,28.4
RO/CIA,Pociovalistea,45.15,23.65
RO/PDR,Podari,44.25,23.783333
RO/PLR,Poiana Lacului,44.816666,24.733334
RO/PNG,Poiana Negrii,47.316666,25.216667
RO/PSI,Poiana Sibiului,45.8,23.733334
RO/PRI,Polovragi,45.183334,23.8
RO/PLE,Popesti-Leordeni,44.383335,26.166666
RO/PFD,Portile de Fier Doi,44.683334,22.516666
RO/PFU,Portile de Fier Unu,44.683334,22.516666
RO/PBM,Porumbenii Mici,46.266666,25.1
RO/POS,Posoloaca,47.066666,22.2
RO/PRJ,Preajba,44.25,23.85
RO/PRE,Prejmer,45.716667,25.766666
RO/PPC,Prelipca,47.6,26.35
RO/PUA,Pucioasa,45.066666,25.433332
RO/RAC,Rachitova,45.6,22.733334
RO/RDU,Radauti,47.85,25.916666
RO/RMS,Ramnicu Sarat,45.366665,27.05
RO/RIV,Râmnicu Vâlcea,45.1,24.366667
RO/RNV,Rasnov,45.583332,25.45
RO/RBI,Razboieni,46.416668,23.866667
RO/RBR,Rebra,47.316666,24.5
RO/REC,Recas,45.8,21.516666
RO/RDE,Rediu,46.9,27.583334
RO/RHN,Reghin,46.766666,24.7
RO/RME,Remetea Mare,45.766666,21.366667
RO/RMA,"Remetea, Harghita",46.783333,25.45
RO/REA,Resita,45.3,21.883333
RO/RZQ,Rimnicu Vilcea,45.1,24.366667
RO/RIS,Risca,46.183334,22.7
RO/RMN,Roman,46.916668,26.916666
RO/RMI,Romuli,47.55,24.433332
RO/RDS,Rona de Sus,47.9,24.05
RO/RNN,Rosia Montana,-46.29999923706055,23.133333
RO/ROS,Rosiorii de Vede,44.1,24.983334
RO/ROV,Rovinari,44.9,23.116667
RO/RCR,Rucar,45.383335,25.183332
RO/RUG,Rugetu,45.0,24.25
RO/RUP,Rupea,46.05,25.2
RO/SOI,Sabaoani,47.016666,26.866667
RO/RZR,Sacalaz,45.75,21.1
RO/RZS,Sacele,45.616665,25.683332
RO/STU,Sacosu Turcesc,45.65,21.416666
RO/BHR,Salard,47.216667,22.05
RO/SDJ,Salciua de Jos,46.4,23.433332
RO/SLE,Saliste,45.783333,23.883333
RO/SBT,Sanbotin,45.3,24.633333
RO/SNC,Sancraieni,46.3,25.833334
RO/SNL,Sanleani,46.2,21.383333
RO/SUM,Sannicolau Mare,46.083332,20.633333
RO/STN,Sântana,46.35,21.5
RO/SDI,Sântandrei,47.066666,21.85
RO/SSU,Sarasau,47.95,23.816668
RO/SRT,Sarata,46.5,26.833334
RO/RTA,Sarata,47.083332,24.45
RO/SAR,Sarmas,45.7,26.833334
RO/SMG,Sarmasag,47.35,22.833334
RO/SAS,Sascut,46.2,27.1
RO/LCV,Sat Luncavita,45.283333,28.266666
RO/SVD,Sat Valea Draganului,44.716667,23.983334
RO/SAU,Saulia,46.633335,24.216667
RO/SDL,Savadisla,46.683334,23.45
RO/SAV,Saveni,47.95,26.85
RO/VST,Savinesti,47.133335,25.9
RO/SCH,Scheia,47.65,26.233334
RO/SCO,Scornicesti,44.566666,24.55
RO/SBS,"Sebes, Alba",45.966667,23.566668
RO/SEC,Secueni,46.85,26.816668
RO/DOJ,Segarcea,44.1,23.75
RO/SNI,Seini,47.75,23.266666
RO/SEI,Seitin,46.1,20.85
RO/SEL,Selimbar,45.766666,24.2
RO/SFG,Sfantul-Gheorghe,45.866665,25.783333
RO/SSA,Sighisoara,46.216667,24.8
RO/SIT,Simeria,45.816666,23.05
RO/SMN,Simian,47.483334,22.1
RO/RZT,Sinaia,45.35,25.55
RO/SCI,Sincraieni,46.3,25.85
RO/SDM,Sîncraiu de Mures,46.55,24.5
RO/SDR,Sindrilita,44.516666,26.316668
RO/SGM,Sîngeorgiu de Mures,46.566666,24.6
RO/SMR,Sînmartin,46.9,23.566668
RO/SIN,Sinnicolau Mare,46.666668,20.616667
RO/4SB,Sinpetru,45.716667,25.633333
RO/SMU,Sîntana de Mures,46.566666,24.55
RO/STG,Sintereag,47.183334,24.3
RO/SRU,Sîntimbru,46.133335,23.65
RO/SIR,Siret,47.95,26.566668
RO/SLA,Slatina,44.433334,24.366667
RO/STR,Slatioara,44.4,24.316668
RO/SCZ,Slava Cercheza,44.4,28.55
RO/SRS,Slava Rusa,44.85,28.6
RO/SBA,Slobozia,44.566666,27.366667
RO/SLS,Slobozia Sucevei,47.75,26.066668
RO/SLO,"Slobozia, Arges",45.266666,25.166666
RO/SDN,Smârdan,45.466667,27.933332
RO/SGV,Snagov,44.7,26.183332
RO/SOC,Socetu,44.2,24.85
RO/SMS,Soimesti,45.033333,26.3
RO/SOU,Soimus,45.916668,22.9
RO/RZU,Sovata,46.583332,25.066668
RO/SOV,Soveja,46.0,26.65
RO/RZC,Stalpeni,45.033333,24.966667
RO/STM,Stamora Germana,45.283333,21.25
RO/STI,"Stefanesti, Arges",44.866665,24.933332
RO/STJ,Stefanestii de Jos,44.533333,26.2
RO/TEI,Stei,46.533333,22.466667
RO/ST9,Stejaru,44.766666,28.55
RO/SBC,Subcetate,46.85,25.433332
RO/SUL,Sulina (Port et Zone Franche),45.15,29.666666
RO/SCS,Suncuius,46.983334,22.5
RO/SUR,Sura Mica,45.833332,24.066668
RO/TAL,Talea,45.216667,25.55
RO/TAM,Tamna,44.566666,23.016666
RO/BNS,Tancabesti,44.7,26.166666
RO/TDE,Tandarei,44.65,27.666666
RO/CAU,Tarcau,46.866665,26.133333
RO/TAR,Târgoviste,44.933334,25.45
RO/TAG,Targsoru Nou,44.9,25.866667
RO/TFR,Targu Frumos,47.2,27.0
RO/TGU,Târgu Jiu,45.05,23.283333
RO/RZO,Targu Neamt,47.2,26.366667
RO/TAO,Târgu Ocna,46.266666,26.616667
RO/TSC,Târgu Secuiesc,46.0,26.133333
RO/TGM,Târgu-Mures,46.55,24.566668
RO/TJI,Tarju Jiu,45.033333,23.266666
RO/TVI,Tarnaveni,46.316666,24.266666
