id,metro_region,lat,long
DE/ZN9,Adelholzen,47.816666,12.616667
DE/AD5,Adelmannsfelden,48.95,10.016666
DE/ADL,Adelschlag,49.383335,112.35
DE/ADN,Adelsdorf,49.7,10.883333
DE/ADH,Adelsheim,49.35,9.383333
DE/AD6,Adelshofen,48.183334,11.116667
DE/AD7,Adelshofen,49.433334,10.166667
DE/AEE,Adelsried,48.416668,10.716666
DE/AD8,Adelzhausen,48.35,11.133333
DE/ADU,Adenau,50.383335,6.9333334
DE/ADC,Adenbach,49.666668,7.65
DE/ADG,Adenbüttel,52.383335,10.45
DE/ANF,Adendorf,53.283333,10.45
DE/ADI,Adenstedt,52.0,9.933333
DE/ADQ,Aderstedt,52.033333,11.0
DE/ADJ,Aderstedt,51.766666,11.683333
DE/A23,Adlitz,49.816666,11.433333
DE/ADV,Adlkofen,48.55,12.266666
DE/ADW,Admannshagen-Bargeshagen,54.116665,11.983334
DE/AOD,Adorf,50.316666,12.266666
DE/AZH,Adrazhofen,47.816666,10.066667
DE/AEF,Aebtissinwisch,53.966667,9.283334
DE/AFB,Affalterbach,48.916668,9.316667
DE/AFF,Affalterbach,49.616665,11.2
DE/AQG,Affing,48.466667,10.983334
DE/AFH,Affinghausen,52.783333,8.883333
DE/AFR,Affler,50.016666,6.15
DE/AFO,Aftholderbach,50.216667,7.85
DE/AGA,Agathenburg,53.566666,9.533334
DE/AGO,Agethorst,54.016666,9.433333
DE/AGX,Aglasterhausen,49.35,8.983334
DE/AH2,Aham,48.533333,12.466666
DE/AH3,Ahausen,53.066666,9.316667
DE/AHC,Ahlbeck,53.666668,14.2
DE/ADZ,Ahlden,52.766666,9.55
DE/AQH,Ahlefeld-Bistensee,54.4,9.666667
DE/AHL,Ahlen,51.75,7.9166665
DE/AH6,Ahlerstedt,53.4,9.45
DE/AH7,Ahlsdorf,51.833332,13.216666
DE/AH8,Ahlsdorf,51.55,11.466666
DE/AH4,Ahlstädt,50.533333,10.683333
DE/AH5,Ahlum,52.683334,11.0
DE/AHG,Ahnatal,51.35,9.383333
DE/AHI,Ahneby,54.716667,9.733334
DE/AHJ,Ahnsbeck,52.616665,10.3
DE/AHK,Ahnsen,52.266666,9.1
DE/AHQ,Aholfing,48.95,12.466666
DE/AHV,Aholming,48.733334,12.916667
DE/AHW,Ahorn,49.5,9.516666
DE/AHN,Ahorn,50.216667,10.933333
DE/A6H,Ahorntal,49.85,11.433333
DE/AHX,Ahrbrück,50.466667,6.983333
DE/ASK,Ahrensboek,54.016666,10.583333
DE/TWG,Ahrensbök,54.016666,10.583333
DE/AHY,Ahrensdorf/Ludwigsfelde,52.316666,13.2
DE/A38,Ahrensdorf/Rietz-Neuendorf,52.166668,14.083333
DE/AFE,Ahrensfelde,52.583332,13.583333
DE/A39,Ahrenshagen,54.25,12.6
DE/A43,Ahrenviöl,54.533333,9.2
DE/A44,Ahrenviölfeld,54.533333,9.283334
DE/AH9,Ahrweiler,50.55,7.0833335
DE/AIH,Aich,48.616665,9.233334
DE/AVW,Aicha vorm Wald,48.683334,13.3
DE/AIA,Aichat,48.033333,12.033334
DE/ABG,Aichelberg,48.783333,9.383333
DE/ACN,Aichen,48.233334,10.55
DE/AHD,Aichhalden,48.616665,8.516666
DE/AIB,Aichstetten,47.9,10.083333
DE/AIL,Aichtal,48.616665,9.25
DE/AID,Aidenbach,48.566666,13.1
DE/AIE,Aidhausen,50.15,10.433333
DE/AII,Aidlingen,48.666668,8.916667
DE/AIJ,Aiglsbach,48.7,11.716666
DE/AIK,Ailertchen,50.6,7.9333334
DE/AIO,Aindling,48.516666,10.95
DE/ARG,Ainring,47.816666,12.933333
DE/ALI,Aislingen,48.5,10.45
DE/AIQ,Aiterhofen,48.85,12.616667
DE/AIU,Aitern,47.8,7.9
DE/AIT,Aitrach,47.95,10.083333
DE/AAG,Aitrang,47.816666,10.533334
DE/AIZ,Aitzendorf,51.066666,12.883333
DE/ALQ,Alach,50.983334,10.933333
DE/ALY,Albaching,48.116665,12.116667
DE/4AO,Albernhof (Waldmünchen),49.783333,12.266666
DE/ASD,Albersdorf,54.15,9.283334
DE/ALV,Albersdorf,50.9,11.766666
DE/ALE,Albershausen,48.683334,9.566667
DE/AL2,Albersroda,51.283333,11.716666
DE/AL3,Alberstedt,51.45,11.633333
DE/ILE,Albersweiler,49.216667,8.016666
DE/AL5,Alberthofen,50.633335,7.616667
DE/AL7,Albertinenhof,52.85,12.833333
DE/AL6,Albertinenhof,53.433334,11.0
DE/76P,Albertshausen,49.7,9.916667
DE/AAJ,Albessen,49.516666,7.3333335
DE/AIG,Albig,49.766666,8.116667
DE/AAK,Albisheim,49.65,8.1
DE/AAM,Albrechts,50.616665,10.633333
DE/AAO,Albsfelde,53.683334,10.7
DE/ANW,Aldenhoven,50.9,6.2833333
DE/ALX,Aldersbach,48.6,13.083333
DE/ALN,Aldingen,48.1,8.683333
DE/AAQ,Alerheim,48.85,10.616667
DE/AAU,Alesheim,49.05,10.866667
DE/AAV,Aletshausen,48.2,10.383333
DE/AQF,Alf,50.05,7.116667
DE/ARF,Alfdorf,48.85,9.716666
DE/AAX,Alfeld/Mittelfranken,49.433334,11.55
DE/AAY,Alfhausen,52.5,7.95
DE/AAZ,Alflen,50.183334,7.0333333
DE/AA2,Alfstedt,53.55,9.066667
DE/AA3,Algenstedt,52.6,11.45
DE/AGM,Algermissen,52.25,9.966666
DE/A5H,Algertshausen,48.466667,11.116667
DE/AA4,Algishofen,48.916668,9.9
DE/AIM,Alheim,51.05,9.666667
DE/AGS,Aligse,52.4,9.983334
DE/AA5,Alikendorf,51.983334,11.283334
DE/AA6,Alken,50.25,7.45
DE/AA7,Alkersleben,50.85,11.033334
DE/AA8,Alkersum,54.716667,8.516666
DE/AL9,Allach,48.2,11.45
DE/AA9,Allenbach,49.75,7.1666665
DE/ADO,Allendorf,51.033333,8.666667
DE/A5A,Allendorf(Lumda),50.683334,8.833333
DE/A3A,Allendorf/Rhein-Lahn-Kreis,50.266666,8.0
DE/A2A,Allendorf/Rudolstadt,50.65,11.166667
DE/A6A,Allenfeld,49.866665,7.6666665
DE/A7A,Allensbach,47.716667,9.066667
DE/A8A,Alleringersleben,52.216667,11.133333
DE/A2L,Allermöhe,53.483334,10.133333
DE/A9A,Allersdorf,50.616665,11.066667
DE/ALL,Allershausen,48.433334,11.6
DE/2AA,Alleshausen,48.1,9.616667
DE/3AA,Alling,48.15,11.3
DE/4AA,Allmannshofen,48.616665,10.8
DE/5AA,Allmannsweiler,48.033333,9.6
DE/AED,Allmendingen,48.333332,9.716666
DE/6AA,Allmenhausen,51.233334,10.733334
DE/7AA,Allmersbach im Tal,48.9,9.466666
DE/8AA,Allmosen,51.583332,14.1
DE/9AA,Allrode,51.683334,10.966666
DE/2AB,Allstedt,51.4,11.383333
DE/3AB,Almdorf,54.583332,9.016666
DE/ZRA,Almersbach,50.683334,7.633333
DE/4AB,Almstedt,52.05,9.966666
DE/ALP,Alpen,51.583332,6.516667
DE/5AB,Alpenrod,50.633335,7.866667
DE/6AB,Alperstedt,51.1,11.05
DE/ASB,Alpirsbach,48.333332,8.416667
DE/7AB,Alsbach-Hähnlein,49.733334,8.583333
DE/ALS,Alsdorf,50.883335,6.1666665
DE/ALO,"Alsdorf, Altenkirchen",50.783333,7.883333
DE/ASO,"Alsdorf, Bitburg",49.883335,6.4666667
DE/9AB,Alsenz,49.716667,7.8166666
DE/ASI,Alsheim,49.766666,8.333333
DE/AXB,Alsleben,51.7,11.666667
DE/3AC,Alt Bennebek,54.383335,9.433333
DE/ABO,Alt Bork,52.183334,12.866667
DE/4AC,Alt Brieselang,52.616665,13.016666
DE/5AC,Alt Bukow,54.0,11.6
DE/6AC,Alt Duvenstedt,54.366665,9.65
DE/7AC,Alt Golm,52.3,14.116667
DE/8AC,Alt Jabel,53.25,11.166667
DE/9AC,Alt Karin,54.0,11.766666
DE/2AD,Alt Kätwin,53.966667,12.316667
DE/3AD,Alt Krenzlin,53.316666,11.3
DE/4AD,Alt Krüssow,53.15,12.266666
DE/5AD,Alt Lutterow,53.15,12.733334
DE/6AD,Alt Madlitz,52.383335,14.283334
DE/7AD,Alt Mahlisch,52.466667,14.416667
DE/8AD,Alt Meteln,53.75,11.35
DE/9AD,Alt Mölln,53.616665,10.65
DE/2AE,Alt Poorstorf,53.95,11.75
DE/3AE,Alt Rehse,53.5,13.166667
DE/4AE,Alt Ruppin,52.95,12.85
DE/5AE,Alt Schönau,53.583332,12.733334
DE/6AE,Alt Schwerin,53.516666,12.366667
DE/7AE,Alt Stahnsdorf,52.283333,13.883333
DE/8AE,Alt Sührkow,53.8,12.65
DE/9AE,Alt Tellin,53.85,13.25
DE/2AF,Alt Tucheband,52.533333,14.516666
DE/3AF,Alt Zachun,53.483334,11.333333
DE/4AF,Alt Zauche-Wusswerk,51.916668,14.016666
DE/5AF,Altbarnim,52.683334,14.266666
DE/6AF,Altbrandsleben,52.066666,11.25
DE/7AF,Altdöbern,51.65,14.033334
DE/ABU,Altdorf,48.6,9.266666
DE/AKB,Altdorf,48.616665,8.983334
DE/ADF,Altdorf,48.633335,12.1
DE/ATF,Altdorf,49.366665,11.333333
DE/ATP,Altdorf,49.283333,8.216666
DE/8AF,Altefähr,54.316666,13.116667
DE/9AF,Alteglofsheim,48.916668,12.2
DE/2AG,Altenahr,50.516666,7.0
DE/ALU,Altenau,51.8,10.433333
DE/3AG,"Altenau, Mühlberg",51.416668,13.266666
DE/AAP,Altenbach,51.35,12.683333
DE/6AG,"Altenbach, Schriesheim",49.483334,8.733334
DE/5AG,Altenbamberg,49.783333,7.8333335
DE/ABN,Altenbeken,51.766666,8.95
DE/ATR,Altenberg,50.75,13.75
DE/7AG,Altenberga,50.833332,11.533334
DE/8AG,Altenbeuthen,50.6,11.6
DE/9AG,Altenbrak,51.733334,10.933333
DE/ANR,Altenbruch Reede,53.85,8.8
DE/2AH,Altenbuch,49.833332,9.4
DE/ALC,Altenburg,51.0,12.433333
DE/3AH,Altendambach,50.566666,10.716666
DE/4AH,Altendiez,50.366665,7.983333
DE/DLF,Altendorf,49.783333,11.0
DE/AQD,Altenfeld,50.633335,10.633333
DE/5AH,Altengesees,50.55,11.533334
DE/6AH,Altenglan,49.55,7.4666667
DE/SH4,Altengörs,53.9,10.2
DE/7AH,Altengottern,51.166668,10.566667
DE/8AH,"Altenhagen, Altentreptow",53.766666,13.116667
DE/9AH,"Altenhagen, Kröpelin",54.033333,11.8
DE/ANH,Altenhain,50.55,9.1
DE/ATH,Altenhain,51.283333,12.683333
DE/2AI,Altenhausen,52.25,11.25
DE/77R,Altenheim,48.466667,7.8
DE/AL4,Altenhof,53.35,12.35
DE/6AI,Altenhof bei Kaiserslautern,49.466667,7.9166665
DE/4AI,Altenhof bei Röbel,53.35,12.35
DE/5AI,"Altenhof, Eckernförde",54.433334,9.866667
DE/3AI,"Altenhof, Schorfheide",52.916668,13.716666
DE/AOZ,Altenholz,54.4,11.166667
DE/AZZ,Altenkirchen,50.683334,8.45
DE/AYR,Altenkirchen,49.45,7.3166666
DE/AYU,Altenkirchen (Rügen),54.633335,13.333333
DE/ATE,Altenkrempe,54.133335,10.833333
DE/AKT,Altenkunstadt,50.133335,11.25
DE/ATL,Altenlingen,52.55,7.3
DE/7AI,Altenmedingen,53.133335,10.6
DE/8AI,Altenmoor,53.766666,9.566667
DE/AMX,Altenmünster,48.45,10.583333
DE/AYH,Altenoythe,53.05,7.883333
DE/9AI,Altenpleen,54.35,12.933333
DE/2AJ,Altenriet,48.583332,9.216666
DE/3AJ,Altenroda,51.25,11.566667
DE/4AJ,Altensalzwedel,52.766666,11.183333
DE/ATI,Altenstadt,48.166668,10.116667
DE/AWT,Altenstadt,47.816666,10.866667
DE/AQT,Altenstadt,51.266666,9.2
DE/ATT,Altenstadt,50.283333,8.95
DE/AAW,Altenstadt an der Waldnaab,49.716667,12.166667
DE/5AJ,Altenthann,49.1,12.3
DE/AQW,Altentreptow,53.683334,13.25
DE/6AJ,Altenweddingen,52.0,11.533334
DE/HHV,Altenwerder,53.516666,9.916667
DE/7AJ,Altenzaun,52.75,12.033334
DE/8AJ,Alterkülz,50.033333,7.4666667
DE/9AJ,Alterode,51.666668,11.383333
DE/2AK,Altersbach,50.7,10.533334
DE/3AK,Altes Lager,52.016666,13.0
DE/4AK,Altfraunhofen,48.45,12.166667
DE/5AK,Altfriesack,52.85,12.9
DE/6AK,Altglietzen,52.833332,14.083333
DE/AHB,Althegnenberg,48.233334,11.066667
DE/AHE,Altheim,48.583332,12.183333
DE/9AK,Altheim bei Ehingen,48.333332,9.766666
DE/7AK,Altheim bei Riedlingen,48.15,9.45
DE/8AK,"Altheim, Alb",48.583332,10.033334
DE/2AL,Altheimersberg,48.916668,10.933333
DE/AET,Althengstett,48.733334,8.816667
DE/3AL,Althornbach,49.2,7.366667
DE/54Q,Althorst,53.633335,10.766666
DE/AQE,Althuette,48.916668,9.566667
DE/4AL,Althüttendorf,52.966667,13.8
DE/5AL,Altjessnitz,51.7,12.316667
DE/6AL,Altkalen,53.9,12.75
DE/7AL,Altkirchen,50.933334,12.35
DE/8AL,Altkünkendorf,53.016666,13.883333
DE/ADR,Altlandsberg,52.566666,13.733334
DE/2AM,Altlay,49.983334,7.266667
DE/ATG,Altleiningen,49.5,8.066667
DE/3AM,Altlewin,52.7,14.266666
DE/4AM,Altlüdersdorf,53.033333,13.2
DE/ALM,Altlussheim,49.3,8.483334
DE/5AM,Altmannstein,48.9,11.65
DE/6AM,Altmersleben,52.683334,11.433333
DE/7AM,Altmittweida,50.966667,12.95
DE/AMH,Altmoorhausen,53.083332,8.366667
DE/AMN,Altomünster,48.383335,11.25
DE/8AM,Altona bei Eldena an der Elbe,53.233334,11.433333
DE/64C,Altratjensdorf,54.233334,11.0
DE/9AM,Altreetz,52.766666,14.166667
DE/2AN,Altrich,49.95,6.9166665
DE/AT3,Altrip,49.433334,8.483334
DE/3AN,Alt-Schadow,52.133335,13.95
DE/4AN,Altscheid,50.016666,6.4
DE/ATS,Altshausen,47.916668,9.533334
DE/5AN,Altstrimmig,50.1,7.3
DE/6AN,Altthymen,53.233334,13.166667
DE/7AN,Alttrebbin,52.683334,14.25
DE/TWB,Altwarmbüchen,52.433334,9.85
DE/8AN,Altwarp,53.75,14.283334
DE/9AN,Altweidelbach,49.983334,7.5666666
DE/2AO,Altwigshagen,53.7,13.833333
DE/3AO,Altwittenbek,54.366665,10.05
DE/AVL,Alveslohe,53.783333,9.916667
DE/AHU,Am Hund,50.166668,7.6833334
DE/AMB,Amberg,49.433334,11.866667
DE/AMG,Amberg (Unterallgau),48.066666,10.683333
DE/AGH,Amelinghausen,53.116665,10.216666
DE/AME,Ameln,50.983334,6.4166665
DE/AML,Amelsbüren,51.883335,7.6
DE/AMZ,Amerang,48.0,12.316667
DE/6AO,Amerdingen,48.733334,10.483334
DE/7AO,Amesdorf,51.766666,11.6
DE/9AO,Ammeldingen an der Our,49.9,6.25
DE/8AO,Ammeldingen bei Neuerburg,50.05,6.2833333
DE/2AP,Ammelstädt,50.733334,11.316667
DE/ARL,Ammerland,47.9,11.333333
DE/XRN,Ammern,51.233334,103.166664
DE/AFZ,Ammerndorf,49.4,10.866667
DE/AMS,Ammersbek,53.7,10.2
DE/4AP,Ammerthal,49.433334,11.75
DE/5AP,Amöneburg,50.8,8.9
DE/APF,Ampfing,48.25,12.416667
DE/6AP,Ampfurth,52.066666,11.316667
DE/IAM,Amrum,54.65,8.35
DE/AMF,Amsdorf,51.466667,11.733334
DE/7AP,Amstetten,48.566666,9.85
DE/WA8,Amt Wachsenburg,50.85,10.85
DE/AMT,Amtsberg,50.733334,13.0
DE/ATZ,Amtzell,47.7,9.733334
DE/ADS,Andechs,47.983334,11.183333
DE/9AP,Andenhausen,50.666668,10.066667
DE/2AQ,Anderbeck,51.983334,10.933333
DE/3AQ,Anderlingen,53.366665,9.3
DE/AND,Andernach,50.433334,7.4
DE/4AQ,Andervenne,52.516666,7.5833335
DE/5AQ,Andisleben,51.083332,10.916667
DE/6AQ,Angelbachtal,49.216667,8.8
DE/AGL,Angelburg,50.816666,8.433333
DE/8AQ,Angelroda,50.75,10.866667
DE/ANG,Anger,47.8,12.85
DE/AMU,Angermünde,53.033333,14.0
DE/2AR,Angern,52.35,11.733334
DE/ANC,Angersbach,50.616665,9.433333
DE/3AR,Angersdorf,51.466667,11.916667
DE/AUD,Anhalt Süd,51.066666,58.983334
DE/AHZ,Anhausen,48.283333,9.5
DE/4AR,Anhausen,50.5,7.55
DE/5AR,Ankershagen,53.483334,12.966666
DE/ANU,Ankum,52.55,7.883333
DE/ANB,Annaberg-Buchholz,50.566666,13.0
DE/7AR,Annaburg,51.733334,13.033334
DE/8AR,Annahütte,51.566666,13.9
DE/9AR,Annarode,51.55,11.4
DE/2AS,Anning,47.983334,12.566667
DE/ANY,Anrode,51.266666,10.333333
DE/ANS,Ansbach,49.3,10.583333
DE/3AS,Anschau,50.3,7.1
DE/4AS,Antdorf,47.75,11.3
DE/ANA,Antrifttal,50.766666,9.183333
DE/5AS,Antweiler,50.4,6.8333335
DE/ANZ,Anzing,48.15,11.85
DE/6AS,Apelern,52.3,9.333333
DE/APE,Apen,53.216667,7.8
DE/APB,Apenburg,52.716667,11.2
DE/7AS,Apfeldorf,47.9,10.933333
DE/APT,Apfelstädt,50.9,10.883333
DE/8AS,Apfeltrach,48.016666,10.5
DE/AFI,Äpfingen,48.15,9.85
DE/APL,Appel,53.383335,9.75
DE/VID,Appelhülsen,51.9,7.4166665
DE/9AS,Appeln,53.45,8.9
DE/AEN,Appen,53.65,9.733334
DE/2AT,Appenheim,49.933334,8.033334
DE/3AT,Appensee,49.066666,10.066667
DE/AWE,Appenweiler,47.733334,9.533334
DE/4AT,Arbach,50.283333,7.05
DE/5AT,Arberg,49.15,10.616667
DE/6AT,Aremberg,50.416668,6.8
DE/ASE,Arendsee,52.883335,11.483334
DE/7AT,"Arendsee, Nordwestuckermark",53.333332,13.633333
DE/8AT,Arenrath,49.95,6.733333
DE/9AT,Arensdorf,52.433334,14.25
DE/ANO,Arensdorf,51.716667,12.016666
DE/ZAS,Arenshausen,51.383335,9.966666
DE/3AU,Arenzhain,51.666668,13.516666
DE/ART,Aretsried,48.3,10.65
DE/4AU,Arft,50.383335,7.0833335
DE/AQL,Argenbühl,47.683334,9.95
DE/5AU,Argenschwang,49.883335,7.7
DE/6AU,Argenthal,49.966667,7.6
DE/7AU,Arholzen,51.866665,9.566667
DE/8AU,Arkebek,54.166668,9.25
DE/9AU,Arlewatt,54.533333,9.083333
DE/3AP,Armsheim,49.8,8.05
DE/2AV,Armstedt,53.966667,9.85
DE/3AV,Armstorf,53.6,9.066667
DE/ARU,Arnbruck,49.116665,12.983334
DE/ARA,Arneburg,52.666668,12.0
DE/AAE,Arnegg,48.416668,9.883333
DE/4AV,Arnis,54.633335,9.916667
DE/5AV,Arnsbach,50.583332,11.4
DE/ARN,Arnsberg,51.383335,8.083333
DE/6AV,Arnschwang,49.266666,12.816667
DE/ABJ,Arnsdorf bei Jessen,51.783333,12.95
DE/7AV,Arnsgereuth,50.616665,11.316667
DE/8AV,Arnsgrün,50.316666,12.233334
DE/9AV,Arnshöfen,50.55,7.866667
DE/2AW,Arnsnesta,51.733334,13.166667
DE/ARS,Arnstadt,50.833332,10.95
DE/3AW,Arnstedt,51.683334,11.5
DE/IET,Arnstein,49.983334,9.983334
DE/AOR,Arnstorf,48.566666,12.816667
DE/4AW,Arpsdorf,54.033333,9.866667
DE/5AW,Arpshagen,53.966667,11.15
DE/6AW,Arrach/Bayerischer Wald,49.2,13.0
DE/7AW,Arras,51.066666,12.9
DE/ARE,Artern,51.366665,11.3
DE/8AW,Artlenburg,53.366665,10.5
DE/9AW,Arzbach,50.366665,7.75
DE/BQA,Arzberg,50.066666,12.2
DE/2AX,Arzberg Bei Torgau,51.533333,13.133333
DE/3AX,Arzfeld,50.083332,6.266667
DE/ABS,Asbach,50.65,7.4166665
DE/4AX,Asbach (Hunsrück),49.816666,7.2833333
DE/5AX,Asbach (Schmalkalden),50.733334,10.483334
DE/ABM,Asbach-Bäumenheim,48.666668,10.816667
DE/6AX,Asbacherhütte,49.8,7.2833333
DE/7AX,Asbach-Sickenberg,51.283333,10.033334
DE/ASF,Asch,47.95,10.833333
DE/8AX,Ascha,49.0,12.633333
DE/AQA,Aschara,51.05,10.683333
DE/9AX,Aschau im Chiemgau,47.933334,12.216666
DE/3AY,Aschbach (Irschenberg),47.916668,11.816667
DE/2AY,Aschbach/Pfalz,49.6,7.5833335
DE/AEH,Ascheberg (Holstein),54.133335,10.333333
DE/4AY,Ascheffel,54.433334,9.7
DE/ACF,Aschendorf,52.1,8.15
DE/5AY,Aschenhausen,50.6,10.2
DE/6AY,Aschenhütte,51.683334,10.3
DE/AHM,Aschheim,48.166668,11.716666
DE/7AY,Aseleben,51.483334,11.683333
DE/AEO,Asendorf,53.3,9.983334
DE/APH,Aspach,48.966667,9.4
DE/8AY,Aspach (Gotha),50.95,10.6
DE/9AY,Aspenstedt,51.933334,10.95
DE/APG,Asperg,48.9,9.116667
DE/QHA,Aspisheim,49.9,7.983333
DE/ASA,Assamstadt,49.416668,9.683333
DE/2AZ,Asselfingen,48.533333,10.2
DE/ASL,Asslar,50.6,8.466666
DE/3AZ,Assling,48.0,12.0
DE/ASM,Assmannshausen,50.0,7.866667
DE/4AZ,Ast,49.383335,12.65
DE/5AZ,Astert,50.7,7.7833333
DE/6AZ,Ateritz,51.733334,12.633333
DE/7AZ,Athenstedt,51.933334,10.916667
DE/AT2,Attenhausen,50.3,7.883333
DE/9AZ,Attenhofen,48.65,11.85
DE/AKC,Attenkirchen,48.5,11.766666
DE/A45,Attenweiler,48.133335,9.7
DE/A46,Atterwasch,51.933334,14.633333
DE/A47,Atting,48.9,12.483334
DE/A48,Atzelgift,50.7,7.8333335
DE/A49,Atzendorf,51.916668,11.6
DE/AUI,Au,47.95,7.8333335
DE/AUH,Au am Rhein,48.95,8.233334
DE/HAZ,Au in der Hallertau,48.55,11.733334
DE/A52,Aub,49.55,10.066667
DE/A53,Aubstadt,50.333332,10.433333
DE/A54,Audenhain,51.5,12.85
DE/A55,Auderath,50.183334,7.0
DE/AUO,Audorf,54.316666,9.716666
DE/A56,Aue am Berg,50.666668,11.316667
DE/AUZ,Aue-Bad Schlema,50.583332,12.7
DE/A57,Auel,50.166668,7.766667
DE/A58,Auen,49.833332,7.6
DE/A7G,Auengrund,50.466667,10.85
DE/UAD,Auenwald,48.933334,9.5
DE/AUB,Auerbach,49.683334,11.633333
DE/A62,Auerbach/Erzgebirge,50.683334,12.916667
DE/A63,Auerbach/Niederbayern,48.8,13.1
DE/A64,Auerstedt,51.1,11.583333
DE/AUW,Auerswalde,50.9,12.916667
DE/ATA,Auetal,52.233334,9.233334
DE/A65,Aufhausen,48.866665,12.283334
DE/A66,Aufkirchen,48.233334,11.183333
DE/AUF,Aufsess,49.9,11.216666
DE/AGQ,Auggen,47.783333,7.6
DE/AGG,Augsburg-Göggingen,48.333332,10.866667
DE/A67,Augsdorf,51.6,11.566667
DE/AUG,Augustfehn,53.216667,7.766667
DE/A68,Augustusburg,50.816666,13.1
DE/A69,Auhagen,52.4,9.3
DE/A72,Auhausen,49.016666,10.633333
DE/A73,Auhof,49.15,10.066667
DE/SQA,Aukrug,54.083332,9.783334
DE/A74,Auleben,51.433334,10.933333
DE/A75,Aull,50.4,8.0
DE/A76,Aulosen,52.983334,11.583333
DE/AMA,Auma,50.7,11.933333
DE/AUN,Aunkirchen,48.6,13.133333
DE/A78,Aura im Sinngrund,50.183334,9.566667
DE/A77,Aura/Saale,50.166668,10.0
DE/AUA,Aurach,47.7,11.933333
DE/A79,Aurach/Mittelfranken,49.25,10.416667
DE/AUR,Aurich,53.466667,7.483333
DE/A83,Ausacker,54.733334,9.566667
DE/A84,Ausleben,52.083332,11.116667
DE/AUS,Aussernzell,48.716667,13.183333
DE/A85,Authausen,51.6,12.683333
DE/A86,Auufer,53.916668,9.683333
DE/A88,Auw an der Kyll,49.9,6.616667
DE/A87,Auw bei Prüm,50.3,6.3333335
DE/A89,Aventoft,54.9,8.816667
DE/A92,Averlak,53.95,9.183333
DE/A93,Axien,51.7,12.883333
DE/A94,Axstedt,53.35,8.766666
DE/AYI,Aying,47.966667,11.783334
DE/AYL,Ayl,49.633335,6.55
DE/A95,Aystetten,48.4,10.766666
DE/A96,Azmannsdorf,50.983334,11.1
DE/BA2,Baabe (Ostseebad),54.35,13.7
DE/BA3,Baalberge,51.766666,11.8
DE/BAA,Baalsdorf,51.316666,12.466666
DE/ARC,Baar (Schwaben),48.566666,10.966666
DE/RBS,Baar-Ebenhausen,48.666668,11.466666
DE/BA5,Baarz,53.1,11.283334
DE/BA6,Baasdorf,51.7,11.983334
DE/BA7,Babben,51.716667,13.783334
DE/BA8,Bäbelin,53.933334,11.7
DE/AEB,Babelsberg,52.383335,13.116667
DE/ASR,Babelsberg,49.083332,11.9
DE/BA9,Baben,52.7,11.883333
DE/BHC,Babenhausen,48.15,10.25
DE/BXM,Babensham,48.083332,12.1
DE/BB3,Babke,53.366665,12.9
DE/BB4,Babst,53.883335,11.75
DE/BB5,Bach an der Donau,49.016666,12.3
DE/DCH,Bacharach,50.05,7.766667
DE/BB7,Bachenberg,50.716667,7.65
DE/BB8,Bachfeld,50.416668,10.983334
DE/BAG,Bachhagel,48.633335,10.3
DE/BYC,Bachmehring,48.05,12.233334
DE/DAB,Bad Abbach,48.933334,12.05
DE/AAS,Bad Arolsen,51.366665,9.016666
DE/BC2,Bad Bayersoien,47.683334,11.0
DE/BC3,Bad Bederkesa,53.633335,8.85
DE/BBB,Bad Bellingen,47.733334,7.55
DE/BDB,Bad Bentheim,52.316666,7.1666665
DE/BBX,Bad Berka,50.9,11.283334
DE/ZBK,Bad Berneck,50.05,11.666667
DE/BC4,Bad Bertrich,50.066666,7.0333333
DE/BBV,Bad Bevensen,53.083332,10.583333
DE/BC5,Bad Bibra,51.2,11.583333
DE/BZB,Bad Birnbach,48.45,13.083333
DE/BBA,Bad Blankenburg,50.683334,11.266666
DE/BC7,Bad Bocklet,50.266666,10.083333
DE/BC8,Bad Bodenteich,52.833332,10.683333
DE/BBO,Bad Boll,48.65,9.583333
DE/QBR,Bad Bramstedt,53.916668,9.883333
DE/ISI,Bad Breisig,50.516666,7.266667
DE/BC9,Bad Colberg-Heldburg,50.283333,10.733334
DE/BDZ,Bad Ditzenbach,48.583332,9.7
DE/BD2,Bad Doberan,54.1,11.9
DE/BD3,Bad Düben,51.6,12.583333
DE/UBG,Bad Dürrenberg,51.283333,12.05
DE/RHX,Bad Dürrheim,48.016666,8.533334
DE/BD4,Bad Eilsen,52.25,9.1
DE/BDE,Bad Elster,50.283333,12.233334
DE/BJE,Bad Ems,50.333332,7.7166667
DE/BD5,Bad Emstal,51.216667,9.266666
DE/BD6,Bad Endbach,50.75,8.5
DE/BES,Bad Essen,52.316666,8.333333
DE/FAL,Bad Fallingbostel,52.866665,9.7
DE/BD7,Bad Feilnbach,47.783333,12.016666
DE/BFK,Bad Frankenhausen,51.35,11.1
DE/BFA,Bad Freienwalde,52.783333,14.033334
DE/FUU,Bad Füssing,48.35,13.3
DE/BGM,Bad Gandersheim,51.866665,10.033334
DE/BYG,Bad Gottleuba,50.85,13.95
DE/BD9,Bad Griesbach/Rottal,48.45,13.2
DE/BE2,Bad Grönenbach,47.883335,10.216666
DE/BE3,Bad Grund,51.816666,10.233334
DE/BDH,Bad Harzburg,51.883335,10.566667
DE/BE4,Bad Heilbrunn,47.75,11.45
DE/BE5,Bad Herrenalb,48.8,8.433333
DE/BAJ,Bad Iburg,52.15,8.05
